status,report,source,chars
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1287-Eileen-Gray-Student-Years-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/02-STUDENT YEARS.md",7819
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1288-Eileen-Gray-Rue-de-Lota-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/03-ENTERING THE TWENTIESRUE DELOTA.md",8039
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1289-Eileen-Gray-Toward-Architecture-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/04-TOWARD ANARCHITECTURE.md",8264
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1290-Eileen-Gray-Tempe-a-Pailla-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/05-AH OUSEFORHERSELFTEMPEÀPAILLA.md",7728
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1291-Eileen-Gray-Building-for-Others-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/06-BUILDINGFOR OTHERS.md",7937
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1292-Eileen-Gray-Second-World-War-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/07-THESECOND WORLD WAR.md",8308
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1293-Eileen-Gray-Starting-Anew-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/08-STARTING ANEW.md",8063
rewritten,"00-books-result/Adam, Peter：Eileen Gray：Architect, Designer, 1987/B1294-Eileen-Gray-Bibliography-report.md","00-books/Adam, Peter：Eileen Gray：Architect, Designer, 1987/09-BIBLIOGRAPHY.md",7677
rewritten,"00-books-result/Adburgham, Alison：《Libertys a biography of a shop》/B1295-Libertys-biography-of-a-shop-report.md","00-books/Adburgham, Alison：《Libertys a biography of a shop》/Adburgham, Alison：《Libertys a biography of a shop》.md",7842
rewritten,00-books-result/Ades：《Photomontage》/B1296-Photomontage-overview-report.md,00-books/Ades：《Photomontage》/01-Photomontage.md,8228
rewritten,00-books-result/Ades：《Photomontage》/B1297-Soebenerschienen-report.md,00-books/Ades：《Photomontage》/02-Soebenerschienen!.md,8111
rewritten,00-books-result/Ades：《Photomontage》/B1298-Der-Beginn-report.md,00-books/Ades：《Photomontage》/03-Der Beginn deS Cebensmit.md,8169
rewritten,00-books-result/Ades：《Photomontage》/B1299-Dada-Almanach-report.md,00-books/Ades：《Photomontage》/04-DADAALMANACH.md,8046
rewritten,00-books-result/Ades：《Photomontage》/B1300-Durchlicht-zur-Nacht-report.md,00-books/Ades：《Photomontage》/05-DURCHLICHT ZUR NACHT.md,7711
rewritten,00-books-result/Ades：《Photomontage》/B1303-Control-report.md,00-books/Ades：《Photomontage》/08-CONTROL.md,9753
rewritten,00-books-result/Ades：《Photomontage》/B1405-Kemal-Pasha-Constructive-Program-report.md,00-books/Ades：《Photomontage》/10-KEMAL PASHAKEMAL'S CONSTRUCTIVE PROGRAM.md,10665
rewritten,00-books-result/Ades：《Photomontage》/B1406-Photomontage-complete-book-report.md,00-books/Ades：《Photomontage》/Ades：《Photomontage》.md,10288
rewritten,00-books-result/Ades：《Photomontage》/B3199-Photomontage-preface-introduction-dada-report.md,00-books/Ades：《Photomontage》/Ades：《Photomontage》_02_preface_Dawn_Ades___Photomontage___Pre.md,10669
rewritten,00-books-result/Ades：《Photomontage》/B3201-Photomontage-body-constructivism-metropolis-surrealism-report.md,00-books/Ades：《Photomontage》/Ades：《Photomontage》_03_body_DURCHLICHT_ZUR_NACHT___LAS_OCH.md,11581
rewritten,00-books-result/Ades：《Photomontage》/B3202-Photomontage-index-backmatter-report.md,00-books/Ades：《Photomontage》/Ades：《Photomontage》_04_bibliography_Index.md,7992
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3205-Loos-Our-School-of-Applied-Art-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/03-Our School of Applied Art (1897).md,7190
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3206-Loos-Christmas-Exhibition-Austrian-Museum-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/04-Christmas Exhibition in the Austrian Museum (1897).md,7819
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3207-Loos-Gentlemens-Fashion-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/05-Gentlemen’s Fashion (1898).md,7167
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3208-Loos-Gentlemens-Hats-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/06-Gentlemen’s Hats (1898).md,7834
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3209-Loos-Footwear-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/07-Footwear (1898).md,6851
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3210-Loos-New-Style-Bronze-Industry-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/08-The New Style and the Bronze Industry (1898).md,7815
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3211-Loos-Potemkin-City-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/09-The Potemkin City (1898).md,6935
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3212-Loos-To-Our-Young-Architects-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/10-To Our Young Architects (1898).md,6557
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3213-Loos-Ladies-Fashion-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/11-Ladies’ Fashion (1898).md,7238
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3214-Loos-Old-and-New-Direction-Architecture-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/12-The Old and New Direction in Architecture (1898).md,7600
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3215-Loos-Building-Materials-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/13-Building Materials (1898).md,6949
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3216-Loos-Principle-of-Cladding-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/14-The Principle of Cladding (1898).md,7282
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3217-Loos-Underwear-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/15-Underwear (1898).md,7475
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3218-Loos-Furniture-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/16-Furniture (1898).md,7543
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3219-Loos-Chairs-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/17-Chairs (1898).md,7433
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3220-Loos-Glass-and-China-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/18-Glass and China (1898).md,7580
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3221-Loos-Ornament-and-Crime-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/19-Ornament and Crime (1908).md,7813
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3222-Loos-Matters-of-Viennese-Architecture-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/20-Matters of Viennese Architecture (1910).md,7161
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3224-Loos-Hands-Off-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/22-Hands Off! (1917).md,7485
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3225-Loos-Learn-New-Way-of-Dwelling-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/23-Learn a New Way of Dwelling! (1921).md,6939
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3226-Loos-Arnold-Schonberg-Contemporaries-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/24-Arnold Schönberg and His Contemporaries (1924).md,6894
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3227-Loos-On-Thrift-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/25-On Thrift (1924).md,7640
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3228-Masheck-Critique-of-Ornament-epilogue-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/26-Epilogue ‘Critique of Ornament’ by Joseph Masheck.md,7972
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3229-Loos-Bibliography-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/27-Bibliography.md,7163
rewritten,00-books-result/Adolf Loos：《Ornament and Crime》，2019/B3230-Loos-Notes-report.md,00-books/Adolf Loos：《Ornament and Crime》，2019/28-Notes.md,7478
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3237-Weill-Birth-of-Graphic-Design-chapter1-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_06_preface_Advances_in_printing___The_tot.md,11188
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3239-Weill-Revolutions-Avant-Gardes-main-report.md,"00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_08_preface_Freedom_for_all___)e_Stijl,_a_.md",9645
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3240-Weill-Graphic-Design-long-composite-modernism-to-digital-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_09_body_The_German_example___The_new_t.md,11349
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3242-Weill-General-Works-List-of-Illustrations-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_11_body_General_Works___Monographs___L.md,10365
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3246-Weill-Index-D-H-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_15_body_D___LEBIFUR___E___F___G___BIFU.md,10307
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3247-Weill-Index-P-Z-Picture-Credits-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004_16_bibliography_P___Q___R___S___T___U___V___W_.md,10016
rewritten,00-books-result/Alain Weill：《Graphic Design A History》，2004/B3250-Weill-Graphic-Design-complete-aggregate-report.md,00-books/Alain Weill：《Graphic Design A History》，2004/Alain Weill：《Graphic Design A History》，2004.md,10731
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3253-Weill-Poster-table-of-contents-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_03_toc_Table_of_Contents.md,7132
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3254-Weill-Poster-acknowledgments-foreword-predecessors-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_04_preface_Acknowledgments___Foreword___P.md,10873
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3255-Weill-Poster-early-billposting-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_05_body_11._Anonymous__French_umbrella.md,8686
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3256-Weill-Poster-lithography-cheret-france-belgium-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_06_preface_LESCOMEDIENS_FRANÇOIS.ETITALIE.md,11535
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3257-Weill-Poster-belgium-fragment-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_07_body_86._Henri_Ottevaere__Exhibitio.md,8815
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3258-Weill-Poster-england-america-europe-early-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_08_preface_England___THE_WOMANINWHITE___D.md,10756
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3259-Weill-Poster-war-avant-garde-postwar-contemporary-report.md,00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_09_body_oaocarl_Stiller_Jr_Schuheo___Z.md,11644
rewritten,00-books-result/Alain Weill：《The Poster A Worldwide Survey and History》，1985/B3261-Weill-Poster-biographical-notes-entries-report.md,"00-books/Alain Weill：《The Poster A Worldwide Survey and History》，1985/Alain Weill：《The Poster A Worldwide Survey and History》，1985_11_body_ALDIN,_Cecil_(1901–1935)___ALE.md",11170
