版本编号,文献编号,原版出版年份,所用版本年份,中文译本信息,不同译本差异,推荐使用版本,引用页码版本,备注
ED12794,B44141988,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_47_body_Bibliographic_essay___Books___.md
ED12795,B44141989,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_48_bibliography_Bibliography.md
ED12796,B44141990,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_49_body_Bibliographic_essay___Books___.md
ED12797,B44141991,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_50_preface_Introduction.md
ED12798,B44141992,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_51_body_East_and_West_Africa__From_Cra.md
ED12799,B44141993,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_52_bibliography_Bibliography.md
ED12800,B44141994,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_53_body_Bibliographic_essay___Books___.md
ED12801,B44141995,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_54_preface_Introduction.md
ED12802,B44141996,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_55_body_India___The_role_of_the_crafts.md
ED12803,B44141997,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_56_bibliography_Bibliography.md
ED12804,B44141998,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_57_body_Bibliographic_essay___Books___.md
ED12805,B12805,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_58_preface_Introduction.md
ED12806,B12806,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_59_body_China___Crafts,_early_industri.md"
ED12807,B44142001,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_60_bibliography_Bibliography.md
ED12808,B44142002,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_61_body_Bibliographic_essay___Books___.md
ED12809,B44142003,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_62_preface_Introduction.md
ED12810,B12810,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_63_body_Developing_a_design_policy___F.md
ED12811,B44142005,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_64_bibliography_Bibliography.md
ED12812,B44142006,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_65_body_Bibliographic_essay___Books___.md
ED12813,B44142007,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_66_preface_Introduction.md
ED12814,B44142008,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_67_body_Germany___Italy___Great_Britai.md
ED12815,B44142009,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_68_bibliography_Bibliography.md
ED12816,B44142010,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_69_body_Bibliographic_essay___Books___.md
ED12817,B44142011,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_70_bibliography_DESIGN.md
ED12818,B44142012,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/01-B1014.md
ED12819,B44142013,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/02-INTRODUCTION.md
ED12820,B44142014,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/03-ABDEFHIKLMNPIRSTUVWXYZ1234567294271BE$湾.md
ED12821,B44142015,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/04-TYPOGRAPHY.md
ED12822,B44142016,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/05-ENPD.md
ED12823,B44142017,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/06-ABCOCFGHIORLANOPORSTUVWX4ZOPI.md
ED12824,B44142018,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/07-ABCDEFGHIIJKLMNOPQR!STUVWXYZ[].md
ED12825,B44142019,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/08-TRANKIE.md
ED12826,B44142020,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Wozencroft：《The graphic language of Neville Brody》/09-5+山Oコ75. Contents logo from The Face,No.49, May 1984.md"
ED12827,B44142021,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/10-JERICHO BUGLE PRESENTSBEATbofEVERYTHURSDAY10TILL2ATTHECAPEOF.md
ED12828,B44142022,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/11-DONTFLEX.md
ED12829,B44142023,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/12-ancderghr!.md
ED12830,B44142024,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/13-MUSICFETISHRECORDS.md
ED12831,B44142025,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/14-CABARET VOLTAIRE.md
ED12832,B44142026,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/15-GENERAL.md
ED12833,B44142027,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/16-DENL.md
ED12834,B44142028,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/17-PARLIAMENTGREATESTHITSHMP-FUNK.md
ED12835,B44142029,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/18-23 SKIDOO.md
ED12836,B44142030,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/19-CITY SPADES.md
ED12837,B44142031,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/20-MAGAZINES.md
ED12838,B44142032,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/21-EXP0.md
ED12839,B44142033,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/22-NEWORDER.md
ED12840,B44142034,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/23-NIOEG.md
ED12841,B44142035,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/24-LAWYERS.GUNSANDMONEYan unflinching lookl thebusinessof music.md
ED12842,B44142036,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/25-SKIDROMEO.md
ED12843,B44142037,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/26-BEUYS+ADVENTURES.md
ED12844,B44142038,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/27-HC PERFECT BlAT.md
ED12845,B44142039,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/28-HOLIDAYSINHELL.md
ED12846,B44142040,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/29-THERESURRECTIONOFCHAD.md
ED12847,B44142041,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/30-DC.md
ED12848,B44142042,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/31-THEglamourousliFe.md
ED12849,B44142043,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/32-culture.md
ED12850,B44142044,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/33-West!.md
ED12851,B44142045,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/34-NEW SOCIALIST.md
ED12852,B44142046,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/35-CITY LIMITS.md
ED12853,B44142047,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/36-NETWORKRADIO.md
ED12854,B44142048,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/37-gallitier.md
ED12855,B44142049,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/38-SPECTAT OR.md
ED12856,B44142050,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/39-VIVE.md
ED12857,B44142051,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/40-KEEPING UP WITHTHEJONES.md
ED12858,B44142052,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/41-POSTERS.md
ED12859,B44142053,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/42-THE GENIUS.md
ED12860,B44142054,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/43-EXPLORATION.md
ED12861,B44142055,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/44-TOUCH.md
ED12862,B44142056,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/45-[LANGUAGE].md
ED12863,B44145130,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》.md
ED12864,B44142057,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_01_preface_B1°)4___B1014___INTRODUCTION__.md
ED12865,B44142058,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_02_body_8._Poster_for_Pere_Ubu_Human_L.md
ED12866,B44142059,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_03_preface_TYPOGRAPHY___OUT_THE_LEGENDARY.md
ED12867,B44142060,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_04_body_22_January_–_25_March_1984_●_M.md
ED12868,B44142061,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_05_toc_5+_山_Oコ_75._Contents_logo_from.md
ED12869,B44142062,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_06_body_FEATURES___FG_AT_URES___S_E_C_.md
ED12870,B44142063,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_07_toc_76_77_78_79_80_81._Contents_pa.md
ED12871,B44142064,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_08_body_JERICHO_BUGLE_PRESENTS_BEAT_bo.md
ED12872,B44142065,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_09_bibliography_441._'Spectator'section,_Arena.md"
ED12873,B44142066,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_10_body_448._Opposite__Contents_page_f.md
ED12874,B44142067,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_11_bibliography_KEEPING_UP_WITH_T_H_E_JO_N_E_S.md
ED12875,B44142068,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_12_body_459._Panlc,_by_Alan_Brown,_Roy.md"
ED12876,B44142069,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_13_bibliography_PHOTOGRAPHYASPERFORMANCE___EXP.md
ED12877,B44142070,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_14_body_471._Cover_poster_for_Touch_Tr.md
ED12878,B44142071,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_15_bibliography_They_mustbe_getting_nearer___A.md
ED12879,B44142072,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Wozencroft：《The graphic language of Neville Brody》/Wozencroft：《The graphic language of Neville Brody》_16_preface_ACKNOWLEDGMENTS.md
ED12880,B3449,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Zeynep Çelik：《Displaying the Orient Architecture of Islam at Nineteenth-Century Worlds Fairs》/Zeynep Çelik：《Displaying the Orient Architecture of Islam at Nineteenth-Century Worlds Fairs》.md
ED12881,B44134575,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/01-The Bauhaus Idea and Bauhaus Politics British Libr.md
ED12882,B44134576,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/02-Acknowledgments Introduction.md
ED12883,B44134577,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/03-Chapter 1—.md
ED12884,B44134578,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/04-Chapter 2—Time Out of Joint.md
ED12885,B44134579,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/05-Chapter 3— with the new spirit of the changed time.md
ED12886,B44134580,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/06-Chapter 4—First Steps.md
ED12887,B44134581,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/07-Chapter 5—Weimar.md
ED12888,B44134582,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/08-Chapter 6—Breathing Exercises.md
ED12889,B44134583,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/09-Chapter 7—Time 'People Criticize the Cause they Es.md
ED12890,B44134584,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/10-Untitled.md
ED12891,B44134585,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/11-Chapter 8—New Faces.md
ED12892,B44134586,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/12-Klee avowed that.md
ED12893,B44134587,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/13-Chapter 9— A Call to All Members!.md
ED12894,B44134588,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/14-Chapter 10—The New Unity.md
ED12895,B44134589,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/15-Chapter 11—Man at the Control Panel.md
ED12896,B44134590,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/16-compelled by progress, and as such, deeply charact.md"
ED12897,B44134591,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/17-Chapter 13—Why did Gropius Leave.md
ED12898,B44134592,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/18-Chapter 14—Hannes Meyer.md
ED12899,B44134593,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/19-Kállai wrote.md
ED12900,B44134594,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/20-Chapter 15—.md
ED12901,B44134595,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/21-Chapter 16—Endgame.md
ED12902,B44134596,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/22-Epilogue Notes.md
ED12903,B44134597,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/23-Chapter 2 Chapter 3 Chapter 5 Chapter 6.md
ED12904,B44134598,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/24-Chapter 7 Chapter 8.md
ED12905,B44134599,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/25-Chapter 9 Chapter 10 Chapter 12.md
ED12906,B44134600,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/26-Chapter 13 Chapter 14.md
ED12907,B44134601,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,"00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/27-72. Kállai, 'Zehn Jahre Bauhaus', op. cit. Chapter.md"
ED12908,B44134602,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/28-III—.md
ED12909,B44134603,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/29-Index.md
ED12910,B44145132,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》.md
ED12911,B44134604,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_01_cover_封面_扉页.md
ED12912,B44134605,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_02_preface_The_Bauhaus_Idea_and_Bauhaus_P.md
ED12913,B44134606,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_03_toc_Contents.md
ED12914,B44134607,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_04_preface_List_of_Illustrations___6___7_.md
ED12915,B44134608,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_05_body_Chapter_1—.md
ED12916,B44134609,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_06_preface_The_Beauty_of_Progress.md
ED12917,B44134610,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_07_body_Chapter_2—Time_Out_of_Joint___.md
ED12918,B44134611,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_08_preface_'We_Shall_Draw_Grand_Designs_..md
ED12919,B44134612,,,待核,待核,仓库 Markdown 当前版本,Markdown 段落定位；纸本页码待核,00-books/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》/Éva Forgács：《The Bauhaus Idea and Bauhaus Politics》_09_body_Chapter_4—_First_Steps___Chapt.md
